station_id,name,lat,lon,capacity,num_bikes_available,num_docks_available
7429,Woodbine Subway Station - SMART,43.686442,-79.313404,15,1,13
7430,Marilyn Bell Park Tennis Court,43.633537,-79.437461,27,17,10
7431,Gerrard St E / Leslie St - SMART,43.669813,-79.3335,22,13,9
7432,Frederick St / King St E,43.651118,-79.369411,23,6,17
7433,Dundas St E / Boulton Ave - SMART,43.663148,-79.347938,14,12,2
7434,Via Italia / Mackay Ave - SMART,43.676697,-79.445029,18,10,8
7435,Rushton Rd / St Clair Ave W - SMART,43.68114,-79.4277,11,6,5
7436,Shaw St / Dupont St,43.67072,-79.42677,19,14,5
7437,Concord Ave / Bloor St W - SMART,43.66189,-79.42679,15,6,9
7438,High Park Subway - SMART,43.65389,-79.4675,15,5,10
7440,Martin Goodman Trail / Ontario Dr,43.63121,-79.41414,27,21,6
7441,Pacific Ave / Glenlake Ave - SMART,43.65716,-79.46478,27,13,14
7442,Lonsdale Rd / Spadina Rd,43.688526,-79.412903,14,9,5
7443,Dundas St E / George St,43.6574766,-79.373446,24,5,19
7444,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,20,6,14
7445,Eastwood Rd / Coxwell Ave - SMART,43.673118,-79.318651,19,11,8
7446,Orchard Park,43.66908,-79.3149,19,16,3
7447,Trent Ave / Danforth Ave - SMART,43.689293,-79.295895,23,10,13
7448,Goodwood Park Ct / Dentonia Park - SMART,43.694826,-79.295208,19,9,10
7449,Cosburn Ave / Cedarvale Ave - SMART,43.697139,-79.31469,15,10,5
7450,Carlaw Ave / Danforth Ave - SMART,43.678285,-79.347346,15,12,3
7451,Western Battery Rd / Pirandello St - SMART,43.640075,-79.414156,31,11,20
7452,Bleecker St / St James Ave,43.669232,-79.374495,20,5,15
7453,Jarvis St / Maitland Pl,43.664736,-79.377579,17,1,16
7454,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,15,5,9
7455,E.T. Seton Park (Eglinton Ave E / Leslie St),43.715951,-79.351246,27,10,17
7456,Belmont St / Davenport Rd - SMART,43.6743811,-79.3924893,19,1,18
7457,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,23,9,14
7458,Church St / Lombard St,43.651678,-79.375233,17,8,9
7459,St Clair Ave W / Winona Ave - SMART,43.680466,-79.432522,11,4,7
7460,High Park Outdoor Pool,43.649217,-79.465319,27,14,13
7461,High Park Amphitheatre,43.645653,-79.464366,23,7,15
7462,Richmond St E / Yonge St,43.651838,-79.378743,17,8,8
7463,Adelaide St W / Brant St,43.6462574,-79.3973381,15,2,12
7465,Russell Hill Rd / St Clair Ave W,43.685569,-79.408019,19,7,12
7466,Glendonwynne Ave / Bloor St W - SMART,43.65182,-79.47421,19,11,8
7467,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,15,7,8
7468,Front St / Simcoe St,43.6442,-79.38702,18,4,14
7469,Wellington St W / York St,43.646734,-79.38301,23,6,17
7470,York St / Lake Shore Blvd W,43.64196,-79.380806,19,15,3
7471,Lake Shore Blvd W / Louisa St,43.61868,-79.48674,15,4,11
7472,Dundas St E / Victoria St,43.656333,-79.379114,39,29,10
7473,Adelaide St W / Strachan Ave,43.64325309,-79.4123047,15,15,0
7474,Clarence Square,43.64407,-79.3929,23,10,12
7475,Jarvis St / Richmond St E,43.652777,-79.372637,19,9,10
7476,Symington Ave / Dupont St - SMART,43.665538,-79.451263,15,8,7
7477,Antler St / Campbell Ave - SMART,43.664182,-79.449066,20,9,11
7478,Ellis Ave / The Queensway,43.63855,-79.46693,19,12,7
7479,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,15,5,10
7480,Neil McLellan Park - SMART,43.65143,-79.47779,15,7,8
7481,Westmount Ave / St Clair Ave W - SMART,43.67851,-79.44215,17,8,9
7482,Danforth Ave / Sibley Ave - SMART,43.690111,-79.292634,11,6,5
7483,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,12,6,6
7484,Briar Hill Ave / Yonge St - SMART,43.713524,-79.400162,16,6,10
7485,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,10,5,5
7486,Gerrard St E / Ted Reeve Dr,43.684261,-79.299332,22,1,21
7487,Eastwood Rd / Woodbine Ave - SMART,43.676216,-79.309395,14,8,6
7488,Summerhill Ave / Maclennan Ave,43.685924,-79.376304,11,4,7
7489,Sumach St  / Queen St E,43.656638,-79.358749,19,12,7
7491,D'Arcy St / Spadina Ave - SMART,43.654074,-79.398115,17,17,0
7492,324 Cherry St - SMART,43.6482995,-79.3552533,19,8,11
7493,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,12,11,1
7494,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,12,6,6
7496,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,20,10,10
7497,128 Sterling Ave - SMART,43.654004,-79.444792,20,13,7
7501,Humberside Grounds - SMART,43.65917,-79.46997,20,8,12
7502,University Ave / College St (East),43.65995,-79.38964,14,8,6
7503,Gerrard St E / Malvern Ave - SMART,43.685221,-79.294766,20,3,17
7504,Gerrard St E / Victoria Park Ave - SMART,43.686962,-79.286864,16,9,7
7505,Ontario St / Adelaide St E -SMART,43.652458,-79.366433,18,11,7
7506,Berkeley St / Adelaide St E - SMART,43.653359,-79.365023,11,1,10
7508,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,18,2,16
7509,Ontario St / King St E,43.651814,-79.366194,19,11,8
7510,Princes Gate / Nunavut Dr,43.6334636,-79.4143057,19,13,5
7514,Humber Bay Shores Park / Marine Parade Dr,43.626265,-79.476723,31,16,15
7515,Amos Waites Park,43.613606,-79.4883535,27,10,17
7516,Superior Ave / Lake Shore Blvd W,43.6146692,-79.4873148,17,10,7
7517,Ripley Ave / Ormskirk Ave - SMART,43.6390437,-79.4760109,23,20,3
7518,Lake Shore Blvd W / Colborne Lodge Dr,43.63771,-79.458173,27,13,14
7519,Sheridan Ave / Dundas St W - SMART,43.650365,-79.4338668,23,12,11
7520,St Clarens Ave / Shirley Ave - SMART,43.6486599,-79.4376413,15,7,8
7521,Emerson Ave / Bloor St W - SMART,43.65904,-79.44088,25,2,23
7522,Wallace Ave / Pauline Ave - SMART,43.6632257,-79.4397052,17,10,7
7523,Lynn Williams St / East Liberty St,43.638925,-79.4168659,15,8,7
7524,Lisgar Park,43.6423847,-79.4240277,23,7,16
7525,Fennings St / Queen St W - SMART,43.643945,-79.421189,7,5,2
7526,Bartlett Parkette,43.6702236,-79.4360232,23,11,12
7527,Joseph J Piccininni Community Centre,43.675648,-79.4527619,19,6,13
7528,Spadina Rd / Austin Terrace - SMART,43.67883,-79.408723,17,7,10
7529,Symington Ave / Davenport Rd - SMART,43.6704403,-79.4532855,15,8,7
7530,Sherbourne St N / Elm Ave - SMART,43.6752732,-79.3778458,23,8,15
7531,541 Huron St - SMART,43.670206,-79.402643,20,8,12
7533,Housey St / Dan Leckie Way - SMART,43.6380413,-79.3978347,27,12,15
7534,Walnut Ave / Queen St W,43.645469,-79.411084,17,8,9
7535,Wolsley St / Palmerston Ave - SMART,43.647497,-79.406691,16,12,3
7536,Palmerston Ave / Dundas St W - SMART,43.651603,-79.408346,23,5,18
7537,Euclid Ave / Herrick St - SMART,43.661559,-79.413845,16,8,8
7538,Vaughan Rd /Wychwood Ave,43.6882821,-79.4253856,19,8,10
7539,Davisville Ave / Pailton Cres - SMART,43.69933,-79.39199,19,7,12
7540,Alvin Ave / St Clair Ave E - SMART,43.68871,-79.39264,19,2,17
7541,Bellwoods Ave / Treford Pl - SMART,43.65246,-79.413528,20,3,17
7542,Queen St W / John St,43.650077,-79.391291,23,19,4
7543,Nassau St / Bellevue Ave,43.6550458,-79.4034475,15,12,3
7544,Foster Pl / Elizabeth St - SMART,43.654565,-79.384679,19,8,11
7545,Baldwin St / Henry St - SMART,43.6560758,-79.393259,15,5,10
7546,Ross St / Cecil St - SMART,43.6568254,-79.3966159,18,9,9
7547,Orde St / McCaul St - SMART,43.6580442,-79.3927404,15,0,15
7548,St Joseph St / Bay St - SMART,43.6657049,-79.3873183,20,15,5
7549,439 Sherbourne St - SMART,43.666051,-79.374161,23,8,15
7551,The Esplanade / Hahn Pl - SMART,43.649709,-79.364184,19,6,13
7552,Lake Shore Blvd W / Thirty Ninth Street,43.5927419,-79.5403301,19,11,8
7553,Lake Shore Blvd W / Twenty Fourth St - SMART,43.597082,-79.522768,19,9,10
7554,Humber College - SMART,43.5961692,-79.5160575,27,7,20
7555,Royal York Rd / Mimico Ave,43.612063,-79.496573,20,9,11
7556,Windsor St / Newcastle St,43.6171635,-79.4971065,31,13,17
7557,The Queensway / High St - SMART,43.630874,-79.482407,23,11,12
7558,Berry Rd / Bell Manor Dr,43.63732,-79.489083,19,10,9
7559,Swansea Community Centre,43.6438036,-79.4770327,15,4,11
7560,Glenwood Ave / Runnymede Rd - SMART,43.656845,-79.478479,17,5,12
7561,Annette St / Jane St - SMART,43.658574,-79.487246,15,5,10
7562,Priscilla  Ave / Dundas St W - SMART,43.664665,-79.489385,23,13,10
7563,St Clair Ave W / Castleton Ave - SMART,43.668496,-79.485426,19,5,14
7564,Durie St / Dundas St W - SMART,43.665523,-79.484892,23,19,4
7565,St Clair Ave W / Gunns Rd - SMART,43.672079,-79.470171,23,5,18
7566,Weston Rd / St Clair Ave W - SMART,43.673019,-79.467994,23,12,11
7567,Weston Lions Park,43.698841,-79.519472,27,8,19
7568,Jameson Ave / Queen St W,43.63985,-79.43703,26,10,16
7569,Toronto Inukshuk Park,43.6323994,-79.4097818,19,11,8
7570,Carlaw Ave / Dundas St E,43.665076,-79.341509,17,7,10
7571,Highfield Rd / Gerrard St E,43.671685,-79.325176,19,5,14
7572,Cosburn Ave / Durant Ave - SMART,43.6935477,-79.3301658,15,14,1
7573,Torrens Ave / Broadview Ave,43.690375,-79.3549427,15,3,12
7575,Bayview Ave / Lawren Harris Square,43.6548521,-79.3539768,15,9,6
7576,Front St E / Bayview Avenue,43.6535,-79.354068,22,9,13
7577,Oak St / Sumach St,43.6617908,-79.361515,27,20,7
7578,Oak St / Parliament St,43.66081,-79.366238,23,7,16
7579,Glebe Rd W / Yonge St - SMART,43.7005976,-79.397345,19,5,13
7580,Hillsdale Ave W / Yonge St - SMART,43.7029672,-79.3979073,15,8,7
7581,High Park Ave / Dundas St W,43.6653032,-79.4701178,15,12,3
7582,Alameda Ave / Vaughan Rd - SMART,43.690903,-79.4375028,16,4,12
7583,Eglinton Ave W / Scarlett Rd,43.6834703,-79.5108942,23,8,15
7584,The Pond Rd / Sentinel Rd,43.7696262,-79.5025943,27,6,21
7585,Sentinel Rd / Finch Hydro Corridor,43.7641485,-79.5012809,27,13,14
7586,Finch West Subway Station,43.76521,-79.491281,23,15,8
7587,Dufferin St / Finch Hydro Recreational Trail,43.7724019,-79.4675395,19,11,8
7588,G Ross Lord Park,43.7781116,-79.467963,31,11,20
7589,Torresdale Ave / Antibes Dr,43.77953,-79.45233,15,7,8
7590,Esther Shiner Stadium,43.7774374,-79.4447096,23,10,13
7591,Elwood Blvd / Avenue Rd - SMART,43.707049,-79.40966,23,7,16
7593,Roehampton St / Bayview Ave - SMART,43.711751,-79.378615,31,10,21
7594,Fleming Cres / Bayview Ave - SMART,43.707045,-79.375437,15,6,8
7595,Moore Park,43.693256,-79.383238,27,14,13
7596,Langford Ave / Danforth Ave - SMART,43.6800218,-79.3405681,16,10,6
7597,Yonge St / Golfdale Rd - SMART,43.732016,-79.403637,15,6,9
7598,Teddington Park Ave - SMART,43.732975,-79.40401,15,5,10
7599,Richmond St W / York St,43.650745,-79.383633,17,5,12
7600,Russell St / Huron St - SMART,43.660274,-79.398049,20,1,19
7601,Brick Works,43.683884,-79.36647,25,9,15
7602,Woodbine Ave / O'Connor Dr - SMART,43.699281,-79.318802,19,11,8
7603,O'Connor Dr / Curity Ave,43.707582,-79.311439,24,7,17
7604,St Columba Pl / St Clair Ave E - SMART,43.70567,-79.310554,19,9,10
7605,Lumsden Ave / Eastdale Ave - SMART,43.695487,-79.301755,20,5,15
7606,Dawes Rd / Taylor Creek Trl,43.696631,-79.297436,19,18,1
7607,Fairmount Park - SMART,43.6765897,-79.3163022,19,13,6
7608,Wilket Creek Park,43.720645,-79.355474,27,20,7
7609,Sunnybrook Park,43.720233,-79.362092,27,7,18
7610,Kingston Rd / Beech Ave - SMART,43.680095,-79.291714,15,6,9
7611,Victoria Park Ave / Danforth Ave - SMART,43.691468,-79.288619,19,9,10
7612,Livingston Rd / Guildwood Pkwy,43.747854,-79.199327,19,12,7
7613,Livingston Rd (Highland Creek Trail),43.7561681,-79.2026694,27,9,18
7614,Morningside Park (Highland Creek Trail),43.779353,-79.193023,23,20,3
7615,Colonel Danforth Park,43.7777114,-79.1659711,27,5,22
7616,Waterfront Trail (Rouge Hill),43.778015,-79.131911,19,9,10
7617,Starspray Ave / Lawrence Ave E,43.788319,-79.123505,23,18,5
7618,Vaughan Rd / Oakwood Ave - SMART,43.6926825,-79.441042,19,7,12
7619,Braemar Ave / Eglinton Ave W -SMART,43.7041957,-79.4094472,15,2,13
7620,Eglinton Ave E / Redpath Ave,43.7078691,-79.39248,15,9,6
7621,Long Branch GO Station,43.591561,-79.545827,33,13,20
7622,Marie Curtis Park,43.5880774,-79.5432067,23,11,12
7623,Royal York Rd / Lake Shore Blvd W,43.6029904,-79.4926867,19,14,5
7624,Guildwood GO Station (South),43.754978,-79.1971289,11,6,5
7625,Guildwood GO Station (North),43.755344,-79.1974169,27,9,18
7626,Rouge Hill GO Station,43.7805505,-79.1301203,25,7,18
7627,Shaw St / Essex St,43.667076,-79.425116,12,8,4
7629,Lundy Ave / Etienne Brule Park,43.6625395,-79.5030161,15,8,7
7630,Twelfth St / Thirteenth St,43.6002896,-79.5108692,23,11,12
7631,Florence Gell Park,43.6615467,-79.498398,15,13,2
7632,Chiltern Hill Rd / Eglinton Ave W - SMART,43.7004017,-79.4275305,17,2,15
7633,Noble St / Queen St W,43.6424558,-79.4296346,15,6,9
7634,University Ave / Gerrard St W (West Side),43.6578449,-79.3899265,18,4,14
7635,Runnymede Rd / Annette St - SMART,43.6596299,-79.4799176,15,8,7
7636,Bloor St W / Riverside Ave,43.6475708,-79.4873058,23,11,11
7637,Judson St / Royal York,43.6162721,-79.4990363,19,10,9
7639,Riverview Gardens,43.6490025,-79.486355,16,12,4
7640,Spadina Rd / St.Clair Ave West,43.6842741,-79.4100625,15,9,6
7641,Annette St / Dundas W,43.6641174,-79.4588522,15,6,8
7642,Yonge St / St Clair Ave,43.6885046,-79.3940052,19,5,13
7643,Oriole Pkwy / Kilbarry Rd,43.6954486,-79.4026176,19,4,15
7644,East Lynn Ave / Danforth Ave,43.6850809,-79.3149901,15,2,13
7645,University of Toronto Scarborough,43.7842419,-79.1849889,16,8,7
7646,University Ave / Richmond St W,43.6503935,-79.3860211,19,15,4
7647,Elm St/ University Ave (East),43.656373,-79.3878104,17,8,8
7648,Rosedale Station,43.6769795,-79.3888639,23,14,9
7649,Greenwood Subway Station,43.6825806,-79.3302954,20,11,9
7650,St Clair W Subway - Heath Entrance,43.686339,-79.4152162,23,1,22
7651,Bloor St W / Gladstone Ave,43.6599737,-79.4339054,11,10,1
7653,Bloor St W / Indian Rd,43.6555257,-79.4573894,15,5,10
7654,Bloor St W / Pacific Ave,43.6541245,-79.4636388,7,4,3
7655,Danforth Ave / Dewhurst Blvd,43.680207,-79.339243,15,8,7
7656,Bloor St W / Brock Ave,43.6589882,-79.438715,11,5,6
7657,1 Market St,43.6469928,-79.3706665,20,6,14
7658,Holland Park Ave / Oakwood Ave,43.6862918,-79.4382408,15,8,7
7659,Amroth Ave / Danforth Ave,43.6856128,-79.3116827,19,1,18
